小区名称,户型,面积,区域,楼层,朝向,单价（平方米）Y,建筑时间
永清二村,2室1厅,57.08,宝山,高区/6层,朝南北,42922,1993年建
祁连一村,2室1厅,73.45,宝山,高区/6层,朝南,42477,1998年建
通河六村,2室2厅,77.56,宝山,中区/7层,朝南北,51572,1994年建
宝山八村,2室1厅,91.82,宝山,低区/28层,朝南北,43345,1998年建
宝林二村,2室1厅,65,宝山,中区/6层,朝南,48461,1990年建
富浩花园,3室2厅,105.54,宝山,低区/6层,朝南北,44532,2002年建
共和一村,1室1厅,38.05,宝山,中区/6层,朝南,56504,1995年建
泗塘五村,2室0厅,48.01,宝山,中区/6层,朝南北,43740,1995年建
宝山六村,2室1厅,75.66,宝山,高区/6层,朝南,54850,2005年建
上大聚丰园,2室2厅,92.69,宝山,高区/6层,朝南北,49627,2005年建
逸仙二村,2室1厅,56.98,宝山,低区/6层,朝南北,56160,1995年建
宝山八村,2室1厅,89.99,宝山,低区/28层,朝南,46671,1998年建
香逸湾,3室2厅,88.65,宝山,中区/11层,朝南北,45685,2009年建
呼玛三村,3室2厅,124.32,宝山,低区/6层,朝南,48664,2002年建
锦龙苑,3室2厅,104.71,宝山,中区/6层,朝南北,47273,2000年建
泰和新城,1室1厅,50.71,宝山,低区/6层,朝南北,46341,
水岸蓝桥（公寓）,1室2厅,73.43,宝山,中区/17层,朝南,69181,
嘉骏花苑,3室2厅,102.76,宝山,低区/6层,朝南北,56442,2002年建
和欣国际花园,2室2厅,74.05,宝山,低区/18层,朝南,74274,2009年建
呼玛一村,2室1厅,55.9,宝山,中区/5层,朝南北,48300,1994年建
菊泉新城（菊泉街39弄）,2室1厅,75.74,宝山,低区/11层,朝南北,42249,2005年建
万临家园,2室2厅,97.89,宝山,中区/5层,朝南北,58739,2006年建
逸仙二村,1室1厅,44.73,宝山,低区/7层,朝南北,54325,1995年建
上大聚丰园,2室2厅,110.69,宝山,低区/11层,朝南,45171,2004年建
逸仙二村,2室1厅,64.73,宝山,中区/6层,,55306,1995年建
共富四村,3室2厅,135.39,宝山,中区/6层,朝南,41509,
上大聚丰园,2室2厅,92.22,宝山,高区/6层,朝南北,48796,
通河七村,1室1厅,52.01,宝山,低区/6层,朝南,47683,1995年建
泗塘五村,1室1厅,43.34,宝山,低区/6层,朝南北,48454,1995年建
永清二村,2室1厅,56.53,宝山,高区/6层,朝东南,39801,1993年建
万科四季花城（公寓）,3室1厅,88.25,宝山,中区/11层,朝南北,47592,2009年建
枫庭丽苑,3室2厅,126.59,宝山,低区/6层,朝南北,61616,
嘉骏花苑,3室2厅,102.83,宝山,中区/5层,朝南北,56403,2002年建
宝林新苑,3室1厅,114.27,宝山,低区/6层,朝南北,45943,1998年建
世纪非凡怡园,2室2厅,77.1,宝山,低区/6层,朝南北,45395,2008年建
海江新村,2室1厅,87.3,宝山,低区/10层,朝南,40778,1999年建
大华公园世家康华苑,2室2厅,87.82,宝山,中区/6层,朝南北,60920,
万科四季花城（公寓）,3室2厅,88.69,宝山,中区/11层,朝南北,48483,2008年建
盛达家园,2室2厅,81.04,宝山,高区/6层,朝南北,53060,2005年建
泗塘四村,1室1厅,41.27,宝山,中区/6层,朝南,55730,1988年建
世纪非凡怡园,2室1厅,78.97,宝山,高区/6层,朝南北,49385,2008年建
嘉骏花苑,3室2厅,89.56,宝山,低区/6层,朝南北,55270,2004年建
聚丰景都,2室2厅,92.92,宝山,中区/11层,朝南北,52733,2009年建
水岸蓝桥（公寓）,3室2厅,137.94,宝山,高区/10层,朝南,63795,2009年建
康泰新城,3室2厅,115.41,宝山,高区/7层,朝南北,51815,1999年建
旭辉依云湾（公寓）,3室2厅,92.65,宝山,中区/14层,朝南北,50728,2010年建
宝林七村,2室1厅,39.63,宝山,高区/6层,朝南,45420,1992年建
永清新村,2室1厅,58.3,宝山,高区/6层,朝南,38593,1987年建
祁连欣苑,2室2厅,89.54,宝山,低区/6层,朝南北,48023,2003年建
康泰新城,2室2厅,87.1,宝山,低区/6层,朝南北,51664,2001年建
菊泉新城（菊泉街39弄）,2室1厅,83.38,宝山,低区/14层,朝南,41976,2005年建
宝钢一村,2室1厅,49.35,宝山,低区/5层,朝南北,48632,1980年建
共康八村,1室1厅,50.15,宝山,低区/6层,朝南,45862,
玉华苑,3室2厅,116.11,宝山,低区/6层,朝南北,55981,
祁连一村,2室1厅,66.69,宝山,高区/6层,朝南,43484,1994年建
聚丰景都,3室2厅,130.76,宝山,高区/14层,朝南北,43591,
海江公寓,2室2厅,120.58,宝山,低区/12层,朝南北,42710,2002年建
宝林七村,2室2厅,75.86,宝山,低区/6层,朝南,39546,1995年建
水岸蓝桥（公寓）,2室2厅,97.65,宝山,低区/9层,朝南北,64516,
水岸蓝桥（公寓）,3室2厅,124.53,宝山,中区/14层,朝南北,70665,
聚丰景都,2室2厅,56.28,宝山,高区/6层,朝南北,67519,2010年建
美兰湖中华园,2室2厅,87.85,宝山,中区/6层,朝南北,46670,2011年建
海尚明城,1室2厅,61.26,宝山,低区/18层,,43258,2008年建
友谊家园,2室2厅,103.56,宝山,低区/13层,朝南北,40556,2006年建
宝林八村,2室1厅,50.81,宝山,高区/6层,朝南北,46250,1993年建
通河六村,2室1厅,59.7,宝山,高区/6层,朝南北,46901,1994年建
中环国际公寓,3室2厅,126.02,宝山,低区/18层,朝南北,63481,2012年建
长江路780弄,2室1厅,61.5,宝山,高区/7层,朝南北,42276,1988年建
枫庭丽苑,3室2厅,100.41,宝山,低区/6层,朝南北,59755,
中环国际公寓,2室2厅,83.79,宝山,中区/18层,朝南,63969,2012年建
临江豪园,2室2厅,110.2,徐汇,高区/23层,朝西南,83030,
俞三小区,2室1厅,71.94,徐汇,高区/6层,朝南,51431,1994年建
裕德大厦,2室1厅,94,徐汇,中区/6层,朝南北,84042,1998年建
裕德大厦,3室2厅,100.68,徐汇,高区/24层,朝南,87902,
柿子湾小区,2室0厅,46.47,徐汇,中区/6层,朝南北,103292,1991年建
东方曼哈顿,3室2厅,150.78,徐汇,中区/37层,朝南,104788,
圣骊家园,2室2厅,118.84,徐汇,高区/28层,朝西南,67317,2000年建
宛平南路493弄,3室1厅,103.19,徐汇,低区/6层,朝南北,72196,1994年建
零陵路350弄,2室1厅,53.47,徐汇,低区/6层,朝南,82289,1983年建
钦州花苑,2室0厅,77.12,徐汇,中区/29层,朝南北,57053,1995年建
徐汇馨苑,1室2厅,64.77,徐汇,低区/14层,朝南,84915,2010年建
三江小区,2室0厅,54.44,徐汇,中区/6层,朝南北,70720,1994年建
永福路147弄,1室1厅,39.2,徐汇,中区/5层,朝南,137755,
乐山二村,2室0厅,47.88,徐汇,中区/7层,朝南北,81453,1988年建
宛平南路268弄,2室1厅,57.23,徐汇,高区/7层,朝南北,75135,1989年建
凯翔小区,2室1厅,70.66,徐汇,中区/18层,朝南,75007,
漕溪四村,3室1厅,73.74,徐汇,中区/6层,朝南北,77027,1986年建
天际花园,3室2厅,176.82,徐汇,低区/29层,朝南北,87659,
玉兰花苑,3室2厅,154.43,徐汇,中区/25层,朝东,80942,
中漕小区,1室1厅,51.45,徐汇,中区/8层,朝南,101068,
田林五村,2室1厅,61.43,徐汇,高区/6层,朝南,59417,1987年建
徐汇中凯城市之光,5室2厅,403.91,徐汇,低区/33层,朝南,128741,2012年建
武康路280弄（公房）,1室1厅,40.7,徐汇,中区/6层,朝南,113022,
锦汇苑,2室2厅,94.26,徐汇,中区/29层,朝南,102906,
万象园,2室1厅,83.58,徐汇,高区/7层,朝南,62215,1999年建
天和苑,3室2厅,152.23,徐汇,中区/26层,朝南北,87367,
东方巴黎,3室2厅,127.45,徐汇,低区/37层,朝南北,113770,
四季园,3室2厅,142.48,徐汇,低区/30层,朝南北,84222,
冠生园路237弄,2室1厅,65.5,徐汇,高区/6层,朝南,68702,1989年建
乐山六七村,1室0厅,38.28,徐汇,高区/7层,朝南,80982,1988年建
正南花苑,3室2厅,113.73,徐汇,高区/6层,朝南北,67704,1999年建
佳信徐汇公寓,2室2厅,103.8,徐汇,低区/20层,朝南,76878,
梅陇七村,1室1厅,52.03,徐汇,高区/6层,朝南,53815,1993年建
天龙苑,1室1厅,61.22,徐汇,低区/7层,朝南,68278,1997年建
龙吴路410弄,1室0厅,34.12,徐汇,中区/6层,朝南,71805,1994年建
裕德路66弄,1室0厅,28.72,徐汇,低区/7层,朝北,141016,1994年建
汇京佳丽园,2室2厅,97.08,徐汇,低区/18层,朝南,77255,
华东花苑,3室2厅,103.21,徐汇,高区/7层,朝南北,51836,1997年建
高安路9弄,1室1厅,39.51,徐汇,高区/6层,朝南,126550,1981年建
东方巴黎,2室2厅,86.79,徐汇,低区/37层,朝东南,120981,
钦州花苑,2室1厅,73.6,徐汇,中区/30层,朝南北,62500,1993年建
千鹤小区,2室1厅,85.91,徐汇,中区/23层,朝南,69840,1998年建
公安大楼（徐汇）,1室1厅,52.06,徐汇,低区/28层,朝南,111409,
橡胶小区,1室1厅,48.33,徐汇,中区/24层,朝西南,78626,
梦蝶苑,2室2厅,94.71,徐汇,高区/24层,朝南,76866,
金桂苑（徐汇）,2室2厅,120.34,徐汇,高区/24层,朝南,66478,
柿子湾小区,1室1厅,39.56,徐汇,中区/6层,朝南,99848,1991年建
龙吴路13弄,2室1厅,60.21,徐汇,中区/6层,朝南北,72247,1989年建
福华花苑,2室2厅,85.56,徐汇,高区/6层,朝南北,91748,
时运大楼,1室1厅,56.36,徐汇,低区/17层,朝南,63875,1993年建
天钥新村,1室1厅,38.01,徐汇,高区/6层,朝南北,73664,1984年建
金谷园,3室2厅,141.48,徐汇,低区/18层,朝南北,62906,
徐汇苑,4室2厅,190.06,徐汇,中区/30层,朝南,89445,2003年建
梅陇四村,1室1厅,55.36,徐汇,中区/20层,朝西南,59609,1995年建
漕溪大楼,2室1厅,54.39,徐汇,中区/17层,朝,81816,
兆丰帝景苑,1室1厅,57.22,徐汇,中区/26层,朝南,99615,
吴东小区,1室1厅,40.2,徐汇,高区/6层,朝南,67164,1988年建
武康路6弄,3室1厅,87.77,徐汇,高区/5层,朝南,104819,1983年建
龙山新村,2室0厅,44.46,徐汇,高区/6层,朝南,68151,1988年建
科苑新村,2室1厅,52.93,徐汇,高区/6层,朝南北,71792,1990年建
玉兰花苑,2室2厅,118.59,徐汇,低区/25层,朝东,71675,
东方巴黎,4室2厅,158.55,徐汇,高区/37层,朝南北,110375,
尚汇豪庭,4室2厅,184.39,徐汇,中区/28层,朝南北,92195,
长春小区,1室1厅,47.64,徐汇,中区/6层,朝南,69269,1994年建
桂莘小区,2室2厅,40.44,徐汇,低区/6层,朝南,77893,1994年建
田林新苑,2室1厅,80.4,徐汇,中区/28层,朝南北,74626,
田林六村,1室1厅,39.31,徐汇,高区/6层,朝南,61561,1983年建
钦州花苑,2室1厅,81.17,徐汇,低区/29层,朝南,49895,1995年建
田林十四村,2室1厅,70.83,徐汇,低区/18层,朝东,62826,1993年建
海波花苑,2室1厅,75.47,徐汇,高区/6层,朝南北,66251,1995年建
汇宁花园,3室2厅,189.76,徐汇,高区/31层,朝南,94856,
天平小区,1室1厅,55.66,徐汇,低区/18层,朝南,106000,1995年建
紫荆园,3室2厅,112.19,徐汇,中区/6层,朝南北,82895,1999年建
徐汇苑,2室2厅,129.52,徐汇,低区/32层,朝南北,77208,
天平小区,2室0厅,53.83,徐汇,高区/20层,朝西南,99015,1995年建
田林新苑,2室1厅,70.45,徐汇,低区/28层,朝南,68843,
康宁坊,2室1厅,54.14,徐汇,低区/6层,朝南北,68341,1991年建
杜鹃园,1室1厅,43.07,徐汇,中区/6层,朝南,76619,1990年建
龙山新村,2室0厅,45.36,徐汇,中区/5层,朝南,74955,1979年建
仪表新村,2室1厅,47.96,徐汇,高区/6层,朝南,75062,1981年建
中山新村,2室1厅,44.42,徐汇,低区/6层,朝南北,78793,1988年建
南天大楼,2室1厅,65.01,徐汇,中区/20层,朝南北,92293,
鸿艺豪苑,2室2厅,127.09,徐汇,低区/29层,朝西南,102289,
新汇公寓,2室2厅,112.43,徐汇,低区/19层,朝南,78715,
麦克花园（公寓）,3室2厅,116.67,徐汇,中区/5层,朝南北,65998,1995年建
龙山新村,2室0厅,47.84,徐汇,高区/6层,朝南北,69397,1983年建
汇宁花园,3室2厅,226.42,徐汇,中区/31层,朝南,90539,
仪表新村,2室0厅,44.16,徐汇,中区/6层,朝南北,83786,1995年建
番南小区,1室1厅,49.23,徐汇,高区/7层,朝南,86329,1994年建
南丹小区,1室1厅,40.07,徐汇,中区/7层,朝南,96081,1994年建
杜鹃园,1室1厅,42.93,徐汇,低区/6层,朝南,79198,1992年建
天平路36弄,2室1厅,62.14,徐汇,中区/6层,朝南,102188,1977年建
花苑村紫竹园,2室1厅,59.87,徐汇,低区/6层,朝南,64305,1990年建
福苑小区,1室1厅,50.35,徐汇,中区/18层,,67924,1990年建
三江小区,2室1厅,63.76,徐汇,中区/6层,朝南,78419,1994年建
桂平小区,2室1厅,66.93,徐汇,高区/6层,朝南,65740,
澳龙公寓,2室2厅,102.97,徐汇,中区/24层,朝南,77692,
月季园（徐汇）,3室1厅,115.7,徐汇,低区/6层,朝南,59636,1989年建
漕溪大楼,2室1厅,54.71,徐汇,低区/17层,朝南,80058,
龙南五村,2室1厅,67.68,徐汇,低区/6层,朝南,58362,1994年建
花苑茶花园,1室1厅,41.59,徐汇,中区/6层,朝南,70930,1993年建
田林十二村,1室0厅,31.95,徐汇,低区/6层,朝南,87636,1985年建
吴东小区,3室1厅,81,徐汇,低区/6层,朝南,69876,1991年建
虹梅南路96弄,1室1厅,50.18,徐汇,高区/6层,朝南,55799,1994年建
寿祥坊,1室0厅,33.72,徐汇,高区/6层,朝南,79478,1993年建
金谷园,3室2厅,143.78,徐汇,高区/18层,朝南,63986,
梅陇七村,1室1厅,54.46,徐汇,中区/6层,朝南,58758,1993年建
龙山新村,1室1厅,36.68,徐汇,低区/6层,朝南,73609,1978年建
乐山八九村,2室1厅,66.8,徐汇,低区/20层,朝东南,74850,
田林十四村,2室0厅,55.53,徐汇,低区/18层,朝南,73113,1991年建
华龙新苑小区,2室1厅,66.9,徐汇,低区/6层,朝南,71748,
宏伟阁,2室2厅,92.01,徐汇,高区/20层,朝东南,67927,
华利公寓,2室1厅,107.59,徐汇,低区/28层,朝南,53908,
申航小区,2室1厅,44.21,徐汇,中区/5层,朝南,78715,1980年建
橡胶小区,1室1厅,47.61,徐汇,低区/24层,朝南,79815,
丰三小区,1室1厅,43.33,徐汇,高区/6层,朝南,65774,1994年建
康强坊,2室1厅,60.24,徐汇,中区/4层,朝南北,66235,1993年建
日晖二村,1室1厅,50.07,徐汇,高区/5层,朝南,61913,1954年建
番南小区,2室1厅,52.01,徐汇,低区/6层,朝南北,84599,1985年建
东安花苑,3室2厅,125.72,徐汇,低区/7层,朝南北,60451,1996年建
钦州花苑,2室1厅,74.37,徐汇,低区/29层,朝南北,54457,
康宁坊,4室2厅,146.42,徐汇,低区/6层,朝南,56003,1998年建
恒昌花园,2室2厅,101.71,徐汇,高区/26层,朝北,66856,1997年建
紫阳花苑,2室1厅,87.2,徐汇,高区/6层,朝南,42431,1996年建
田林十一村,2室1厅,56.69,徐汇,低区/6层,朝南北,79379,1988年建
大木小区,1室1厅,45.32,徐汇,高区/6层,朝南北,77228,1983年建
文南公寓,2室1厅,78.88,徐汇,中区/18层,朝西南,84939,
龙南七村,2室1厅,76.38,徐汇,低区/6层,朝南,62843,1993年建
斜土路1220号,2室2厅,68.64,徐汇,中区/7层,朝南北,76923,1985年建
谨斜小区,3室2厅,104.92,徐汇,中区/7层,朝南,74342,2000年建
东方曼哈顿,3室2厅,129.79,徐汇,低区/37层,,127128,
龙南六村,1室1厅,53.33,徐汇,中区/7层,朝南,65629,1996年建
凌云新村,2室1厅,68.32,徐汇,高区/6层,朝南,61182,1994年建
清枫大楼,1室0厅,38.98,徐汇,高区/16层,朝西北,82093,1991年建
健安坊,1室1厅,57.52,徐汇,高区/6层,朝南,62586,1994年建
华富小区,2室1厅,47.6,徐汇,高区/7层,朝南,73529,1995年建
田林四村,2室0厅,46.61,徐汇,高区/6层,朝南,65436,1983年建
凯华公寓,3室2厅,133.96,徐汇,高区/6层,朝南,70543,
兴国苑,2室2厅,118.17,徐汇,中区/11层,朝南,97317,1994年建
长桥一村,1室0厅,48.5,徐汇,高区/16层,朝南,79381,1994年建
兆丰帝景苑,3室2厅,157.89,徐汇,中区/28层,朝南北,89936,
宛南六村,1室0厅,35.08,徐汇,中区/6层,朝南,76396,1980年建
钦州花苑,1室2厅,77.12,徐汇,低区/29层,朝南,60943,1995年建
乐山二村,2室0厅,47.88,徐汇,中区/7层,朝南北,81453,1989年建
梅陇七村,2室1厅,61.54,徐汇,中区/6层,朝南北,59961,1993年建
尚海湾豪庭,3室2厅,174,徐汇,高区/36层,朝南,94827,2009年建
薛家宅小区,2室1厅,52.06,徐汇,低区/7层,朝南北,74721,1996年建
花苑村桂花园,2室1厅,57.4,徐汇,低区/6层,朝东南,59233,1989年建
东安二村,1室1厅,43.77,徐汇,中区/6层,朝南,66255,1958年建
永新城,3室2厅,136.73,徐汇,低区/15层,朝南,114093,
阳光名邸,3室2厅,144.32,徐汇,中区/29层,朝南,88691,
丝庐花语,1室2厅,73.51,徐汇,中区/11层,朝南北,95225,
南天大楼,2室2厅,92.6,徐汇,高区/23层,朝南,77753,
挹翠苑,2室2厅,70.25,徐汇,高区/6层,朝南,85409,2000年建
宏润花园,3室2厅,125.81,徐汇,高区/30层,朝南北,93792,2004年建
金环大厦,4室2厅,192.88,徐汇,中区/15层,朝西南,72583,
徐汇公寓,3室2厅,122.66,徐汇,高区/19层,朝南,63590,
巴黎时韵,1室0厅,42.65,徐汇,低区/31层,朝西北,43376,
金轩公寓,3室2厅,152.53,徐汇,高区/20层,朝南北,83917,
青松小区,2室1厅,86.93,徐汇,高区/26层,朝南,88577,
森陇家园,2室2厅,97.86,徐汇,中区/17层,朝南,73574,
俞一小区,1室1厅,35.75,徐汇,高区/6层,朝南,66573,1987年建
东安一村,1室0厅,38.81,徐汇,中区/5层,朝南北,69569,1999年建
乐山六七村,1室0厅,34.15,徐汇,中区/7层,朝西南,84919,1988年建
梅苑,1室1厅,43.73,徐汇,中区/6层,朝南,58312,1994年建
东安一村,1室0厅,36.08,徐汇,低区/5层,朝北,55432,1956年建
芳草苑（徐汇）,2室2厅,84.05,徐汇,高区/6层,朝南北,77334,
创世纪花园,2室1厅,105.83,徐汇,高区/17层,朝南,92601,
岳阳路200弄,1室1厅,69.22,徐汇,低区/4层,朝东南,108350,1999年建
花苑村紫竹园,1室1厅,42.64,徐汇,高区/6层,朝南北,75046,1990年建
永新城,3室2厅,126.27,徐汇,高区/33层,朝南,124178,
华东花苑,1室1厅,57.2,徐汇,中区/6层,朝南北,58566,1995年建
天平小区,1室0厅,29.01,徐汇,中区/7层,朝东,137883,1995年建
滨江小区,2室1厅,68.93,徐汇,低区/6层,朝南北,61801,1998年建
凯翔小区,2室1厅,58.28,徐汇,高区/6层,朝南北,71207,1990年建
泰东新村（徐汇）,3室1厅,65.07,徐汇,高区/6层,朝南,79913,1993年建
永新城,3室2厅,139.65,徐汇,低区/33层,朝南北,105979,
新汇公寓,2室2厅,130.18,徐汇,低区/22层,朝南,69903,
玉兰花苑,1室1厅,68.74,徐汇,高区/25层,朝西南,84375,
华理苑,3室1厅,75.44,徐汇,低区/6层,朝南北,68928,1997年建
罗秀新村,1室1厅,46,徐汇,低区/6层,朝南,47826,1994年建
汇翠花园,2室2厅,115.18,徐汇,高区/21层,朝南,88557,
东荡小区,1室1厅,40.44,徐汇,低区/6层,朝南北,71711,1994年建
钦州公寓,2室1厅,69.76,徐汇,高区/18层,朝南,70240,1995年建
中漕小区,1室1厅,40.95,徐汇,高区/6层,朝南,108669,1989年建
